DPR412_classification,construction_year,latitude,longitude,degree_days,floors,net_area,heat_loss_surface,heated_usable_area,cooled_usable_area,heated_gross_volume,cooled_gross_volume,total_opaque_surface,total_glazed_surface,average_opaque_surface_transmittance,average_glazed_surface_transmittance,yie,Cm,surface_to_volume_ratio,Asol,system_type,nominal_power,installation_year,EPh,QHnd,QHimp,total_effective_ventilation_flow,ventilation_type,air_changes,EPv,EPc,EPl,EPt,EPgl,EPw,Interfloor,system_performance,corridor,aereo,theoric_nominal_power,Area_check,air_changes_max
13,1969,44.98558905,8.78704091,2865,,1783.0771,12221.45,7188.69,1746.48,20924.61,11059.92,10875.57,870.66,0.3882,3.3201,0.5931,1150413.6,0.2383,249.05,1,1706.33,2000,112.7619,1518205.42,1509453.02,0.0,2,1.77972889,95.5177,0.0,52.9047,0.6967,191.1004,0.0,2.9107681649925095,1.862,43455.84416496009,239.623,142.2514908,True,20.406984216193276
11,1985,44.76457081,8.46618567,2584,0,1089.4503,3971.51,600.4,7.77,5312.12,2761.09,2086.09,306.15,1.1763,3.6701,0.4169,1005668.6,0.3124,114.02,1,364.39,2017,61.2146,178113.35,488884.68,0.0,0,0.64268146,0.0,0.0,8.7547,0.0,247.1485,13.7725,8.847634910059961,13.302,8407.909106280567,20.013333333333332,71.54937564,True,6.713658576989976
11,1980,45.01033566,7.90627681,2780,,1803.8121,2343.08,744.48,803.99,4295.47,0.0,2288.01,620.79,0.8177,3.684,1.1488,570458.55,0.4358,7.25,1,113.21,2023,82.2347,139706.96,42593.97,0.0,0,0.34312991,0.0,0.0,64.9415,2.7416,383.9712,9.9184,5.769758757790673,0.696,7354.7570282113575,24.816,83.15792273999999,True,10.2950578167232
13,1987,45.4102864,7.84185946,2798,0,847.4361,2956.09,834.23,861.75,4691.09,503.94,2849.52,92.5,0.8927,3.9977,0.1853,317723.93,0.4199,108.33,1,230.6,2018,167.6926,48609.25,97422.24,0.0,0,0.64839855,0.0,0.0,29.08,0.0,169.3115,1.9052,5.623257375064431,0.696,8075.9213225127905,27.807666666666666,58.27107508,True,10.563272501700032
13,1987,44.67147139,8.06366853,2503,1,116.333,1046.85,234.78,0.0,5415.1,0.0,1107.1,196.91,0.644,3.439,0.0123,487406.02,0.3711,0.07,0,5564.88,2002,136.9935,101998.83,80533.97,2507.14851009,0,0.93182771,0.0,0.0,26.4538,0.0,423.7264,0.0,23.064571087826902,2.504,7797.107046596814,7.826,27.8029178,True,2.5753784786984544
5,1965,45.11380426,7.96611979,2631,0,533.8411,2172.43,509.55,799.14,2539.75,2613.27,480.49,67.62,1.7035,4.1661,0.599,154841.65,0.5505,28.05,1,71.85,2019,60.1313,19356.85,19148.54,0.0,0,0.30040015,0.0,205.7084,29.0206,0.0,126.5997,11.4402,4.9842998724364636,0.625,4503.336232950643,16.985,22.004527940000003,True,11.91742100600453
5,2000,45.00211976,7.53896234,2635,0,1346.0555,1875.6,599.5,446.59,19684.88,2136.22,2446.26,135.56,1.7947,3.1122,0.4899,265462.03,0.2348,257.46,1,224.76,2019,518.1612,201759.34,177979.41,0.0,0,0.8682939,0.0,0.0,105.3778,0.0,254.8122,15.6958,32.835496246872395,0.573,27641.6061786631,19.983333333333334,96.24385308,True,1.8090178858088035
13,1890,45.06016677,7.5223503,2758,0,1031.3068,3665.29,1202.42,0.0,8788.49,0.0,3416.89,872.95,0.5893,1.4389,0.1837,525739.17,0.8159,159.15,1,362.78,2022,222.0622,291286.72,269372.09,0.0,0,0.30047074,0.0,0.0,18.6753,0.0,278.0289,3.4927,7.309001846276675,1.009,14340.496462903171,40.080666666666666,65.39322064,True,8.126964700420665
13,1970,44.76965126,7.77522542,3148,0,713.3716,3750.54,697.15,104.68,3984.5,63053.41,2088.53,421.53,1.5965,1.6782,0.3107,597194.22,0.8014,32.37,1,117.84,2019,40.467,151944.89,187697.81,18074.36929656,0,1.81670618,0.0,0.0,57.177,0.0,185.585,10.4302,5.715412751918525,6.653,6837.602439806142,23.238333333333333,80.83499582000002,True,10.392950181955076
4,1972,44.90738282,8.19688198,2560,,176.702,549.24,174.96,2586.41,1101.42,920.8,576.31,18.15,1.4969,2.9643,0.6038,30943.45,0.2203,39.6,1,31.93,2021,149.5513,340131.73,342006.33,0.26974271,0,0.73483729,0.0,0.0,0.0,0.0,28.6739,4.7562,6.295267489711934,13.071,1865.8476629342522,5.832,18.329609679999997,True,9.435659421474096
5,1983,45.49457048,8.46212655,2945,,116.2712,4418.28,1968.98,2714.61,11920.45,16737.53,4370.96,581.74,0.712,6.3191,0.1201,1151300.08,0.4018,166.54,19,615.79,2004,68.8992,787438.74,579955.51,15210.83346745,1,4.74461,5.4606,1.0846,0.0,0.0,270.011,0.5851,6.054124470538046,4.275,20170.58733465193,65.63266666666667,135.76393508000004,True,9.811493022494956
6,1917,45.00444161,7.88356,2699,1,372.3627,1549.88,193.82,0.0,2299.7,0.0,598.46,50.64,0.9394,4.6129,0.1243,41941.79,0.5889,0.08,1,222.27,2020,88.1115,26265.91,101494.41,6121.08035724,0,1.60703489,0.0,0.0,41.7114,0.0,217.9872,15.4204,11.865132597255185,5.943,3521.054157481688,6.460666666666667,15.915811600000001,True,5.006265165021525
4,1923,44.5359669,8.35492432,2529,0,51.2323,503.77,171.47,0.0,811.35,0.0,546.27,33.4,0.9534,3.0693,0.2159,46349.09,0.2267,3.19,1,109.91,2015,503.8496,60598.23,75937.92,858.08797237,1,1.25893333,19.2513,0.0,29.79,0.0,652.7993,7.3704,4.731731498221263,0.879,1466.8489154248964,5.7156666666666665,12.46656876,True,12.553544093178035
5,2000,44.84092246,8.63988788,2610,1,1660.2393,10146.86,1686.86,0.0,26871.57,0.0,9309.61,604.53,0.5384,4.1621,0.2522,1997671.73,0.5585,191.44,0,256.39,1999,195.3166,362343.85,371362.92,615.02434865,2,1.44538841,12.6475,0.0,23.2611,0.0,980.9021,0.0,15.929934908646835,1.127,39524.87492100501,56.22866666666666,150.56816673999998,True,3.728828795637918
4,1814,44.83206191,8.46196997,2768,0,1908.7775,469.17,214.38,0.0,9990.59,0.0,3390.59,226.5,1.1095,0.9713,0.2159,71682.15,0.6348,0.09,0,146.04,1988,120.0982,51821.33,18529.08,334.3422124,0,0.41060279,0.0,0.0,0.0,0.0,186.9487,0.0,46.60224834406195,0.72,13924.252481466294,7.146,79.6371811,True,1.2746166142339943
4,1920,44.55131855,7.71923126,2664,,1331.8405,3646.72,1637.33,0.0,13174.47,0.0,3379.46,679.09,0.6009,2.7538,0.0691,606329.32,0.4359,0.05,31,426.57,2017,280.5215,178692.13,317864.47,9540.75213785,0,3.23125817,0.0,0.0,37.3739,0.0,103.9367,8.3349,8.046313205035027,0.692,21131.301032638363,54.577666666666666,78.01591112,True,7.382262967694337
13,1911,45.25808206,7.47115987,2465,0,661.8954,1995.6,658.56,0.0,3838.73,0.0,1569.13,147.4,0.2629,1.1672,0.7557,478829.83,0.419,65.09,1,172.71,2020,33.0375,52763.52,101804.55,22174.73355434,1,0.30869529,10.4672,0.0,56.1236,0.0,78.7184,1.4698,5.828975340136055,4.679,6560.12103454754,21.951999999999998,11.69139114,True,10.190470285745546
13,1973,44.45568581,7.38580482,2768,,727.3824,4822.36,731.75,0.0,10813.98,0.0,5689.81,164.55,0.5742,1.2069,0.3128,811937.84,0.5089,0.04,1,118.69,1993,391.2654,711648.54,239107.63,0.62379783,2,0.47248166,17.3738,0.0,71.0129,0.0,525.008,1.0721,14.778243935770412,0.835,16045.596824830565,24.391666666666666,69.31368594000001,True,4.019422081416833
13,1931,45.69969758,7.82255637,2779,,677.7898,4927.03,1551.87,1513.37,13401.08,12547.0,2424.56,552.77,1.0292,3.62,0.2377,759081.29,0.4852,70.83,0,555.6,2000,279.568,260414.9,721834.41,0.0,0,1.5106681,0.0,0.0,111.9378,0.699,305.2841,5.2915,8.63543982421208,1.664,21250.382986139302,51.729,89.92769103999998,True,6.87863052828578
4,1851,44.83576008,8.46224598,2688,0,779.2541,6611.27,2314.71,122.56,16804.34,16088.41,6448.48,659.2,1.1927,3.4757,0.6566,1315242.29,0.305,213.8,19,449.17,2006,260.1921,902257.03,930103.81,23104.17554363,2,0.69681307,0.0,7.0327,70.5962,0.5194,230.025,21.6322,7.2598036039071845,1.544,27433.799333292343,77.157,199.64567072000003,True,8.182039520742856
5,1959,44.8279439,8.10415475,2815,,368.922,1639.64,367.38,322.6,1875.62,0.0,911.27,64.48,1.1032,2.7202,0.1245,113840.09,0.6018,3.51,1,100.38,2021,230.8739,85315.5,82946.77,568.03458353,0,0.950106,0.0,0.0,58.0606,0.0,629.4911,46.6567,5.1053949588981435,0.978,3310.708898054989,12.246,23.6142312,True,11.634751175611266
4,1970,45.79227519,8.15563331,2815,,689.2257,1818.62,5651.0,0.0,27795.88,0.0,6124.13,1971.55,0.7475,4.2291,0.4055,2157154.28,0.3151,198.37,31,829.64,2005,229.2518,576342.03,944212.8,0.0,0,0.6429369,0.0,0.0,40.2441,2.5324,277.6478,8.6163,4.918754202795966,0.729,49297.859828499866,188.36666666666667,258.3133856,True,12.076228563369824
10,1995,44.31401641,7.83123652,2567,,138.6562,203.27,1079.5,643.65,6996.25,0.0,7857.84,1028.58,0.6524,3.4047,0.1388,1321364.0,0.5387,116.77,1,554.98,2000,201.7368,1412050.27,437653.73,0.0,0,0.64982425,0.0,0.0,68.4304,0.0,308.7131,0.3287,6.481009726725336,2.01,11682.508920653043,35.983333333333334,172.56922284,True,9.165238520636056
4,1964,45.15097463,0.0,2554,1,1916.6559,322.64,358.11,0.0,4450.5,0.0,255.35,174.94,0.9509,1.9785,0.5787,18502.15,0.372,10.05,19,25.35,2015,192.2104,102939.03,574943.53,493.89153548,0,0.43096655,0.0,0.0,55.0315,0.0,231.6314,8.3244,12.427745664739884,8.353,6745.800213738406,11.937000000000001,11.7786221,True,4.779627906976744
13,1970,44.42547533,8.39353202,2617,,670.8663,1495.9,659.5,892.61,3332.81,5418.16,1630.75,221.42,0.9967,2.9685,0.1872,643239.59,0.4121,2.85,1,326.08,2015,162.7019,184405.13,107631.08,0.83890181,1,0.94268079,110.0558,77.215,47.8943,4.4312,355.5159,37.9727,5.053540561031084,1.003,5885.26775346604,21.983333333333334,45.653075900000005,True,11.754135399257684
8,1969,45.57125957,7.33472468,2775,,1230.7577,13287.32,117.04,0.0,8663.99,0.0,174.05,498.81,1.3946,1.4808,0.3792,4427.65,0.281,0.02,1,32.23,2009,121.0295,40579.89,54827.02,0.0,0,0.3986126,0.0,0.0,23.4299,0.0,137.7767,212.5017,74.02588858509911,3.871,12027.19735567778,3.9013333333333335,19.627359560000002,True,0.8024219787880642
5,1960,45.09923092,0.0,2780,2,1335.3518,966.63,565.15,391.93,1722.99,2611.75,371.26,158.28,0.9953,1.751,0.3269,1154853.16,0.9917,54.67,0,19210.78,2000,375.9879,230651.16,124313.24,12886.15663557,0,0.64009031,0.0,0.0,115.9444,0.0,626.1949,0.2871,3.048730425550739,0.585,3528.76735406735,18.83833333333333,12.93326716,True,19.483519927567773
4,1970,44.94898408,7.88267926,2634,,587.971,3559.13,581.5,0.0,4615.65,0.0,2076.98,47.71,1.6442,5.0593,0.0457,49551.45,0.4565,127.02,0,110.86,1990,380.7744,153027.82,307980.4,0.0,0,0.37038084,0.0,0.0,0.0,0.0,1166.263,4.8785,7.937489251934651,1.391,7435.675258453479,19.383333333333333,73.12699438,True,7.483474700204739
4,2005,45.71203331,8.44426591,2520,,200.7764,1008.45,130.93,0.0,2001.18,0.0,781.35,72.92,1.3819,2.0818,0.1093,155634.77,0.3887,0.04,0,3832.75,2021,309.4151,124354.54,97433.95,702.01689279,0,0.50243253,0.0,0.0,9.2611,1.8239,332.8342,0.8005,15.284350416252959,2.405,2997.26723729527,4.364333333333334,24.63104842,True,3.8863280664408
13,1980,45.47668494,7.52001907,2752,,2242.4224,6829.61,264.47,265.61,11831.09,11389.7,2968.68,821.19,0.9165,4.5195,0.4086,392201.34,0.4033,321.69,1,295.83,2010,203.644,223812.36,681315.21,0.0,0,0.89342325,0.0,0.0,57.4391,1.3059,531.3647,10.7019,44.735092827163754,12.65,16480.98520096211,8.815666666666667,128.6432685,True,1.3278166255180208
13,1901,44.77466397,7.8495242,2603,1,814.6764,47406.37,1927.75,3853.66,15963.42,0.0,6816.54,390.75,1.0925,3.8584,0.6393,9252285.05,0.5987,61.04,5,450.42,2017,243.2227,327369.96,640682.15,6698.74576883,2,0.99024024,1.6537,0.0,15.0621,2.0145,260.5771,0.8421,8.280855920114123,1.366,25478.722335202205,64.25833333333334,179.094795,True,7.173171538429735
13,1968,45.06840325,8.61117012,2649,,1513.6688,3779.18,131.48,0.0,9004.69,0.0,2565.97,446.34,1.1156,5.4568,0.1686,269353.85,0.6283,108.73,1,216.08,2020,191.0486,222520.79,225498.25,12642.82326577,2,0.64559046,100.3599,0.0,63.977,0.0,364.611,0.0,68.4871463340432,8.977,12496.078493265693,4.382666666666666,105.96368488,True,0.8673160319788908
5,1970,45.11044765,7.67890473,2675,0,4595.5087,2416.34,714.08,1133.18,3376.32,1363.27,3860.22,270.23,1.5121,2.0739,0.1791,193801.94,0.4755,313.01,1,3918.64,2016,173.6637,201759.25,161913.59,0.0,2,0.92823008,0.0,0.0,48.7011,0.0,260.5584,189.3114,4.728209724400627,1.306,6060.350210568551,23.802666666666667,127.94937318,True,12.562894512368498
13,1958,44.91523385,7.5008493,2561,,2108.812,13559.09,2621.46,1375.43,12380.12,0.0,10665.6,276.12,1.5862,4.9428,0.0844,924748.74,0.3035,1501.95,1,491.22,2011,116.9974,339777.57,342362.68,0.0,2,1.12995884,49.2864,0.0,82.7939,1.6933,267.76,1.6566,4.722604960594478,1.116,22190.66378387403,87.382,365.65161312000004,True,12.57780409236744
11,1940,45.76658394,7.59719674,3012,0,393.012,108.54,2329.46,0.0,8527.59,0.0,6218.18,1249.37,1.0005,1.3187,0.2314,1960069.43,0.3851,35.51,19,372.21,2006,63.1329,623961.12,566562.4,0.0,0,1.1420302,0.0,0.0,16.5189,0.0,68.6239,8.258,3.660758287328394,3.852,16419.23669346664,77.64866666666667,157.37666618,True,16.22614642589524
13,1979,45.09969353,7.64083118,2554,0,422.6747,1313.15,422.94,0.0,1744.73,0.0,1116.21,90.54,1.0307,2.0305,0.0649,95648.91,0.5731,9.21,1,53.82,2017,195.7014,14795.09,47917.83,97.50831343,0,2.77974762,0.0,0.0,26.7212,0.0,515.6065,15.8938,4.125242351160921,0.579,3253.4130913945673,14.098,26.68638234,True,14.399154023831766
13,1960,44.94162875,7.45551568,2617,0,2888.47,11314.7,275.11,282.64,2059.93,0.0,588.57,334.11,0.2668,1.0223,0.2794,1323437.48,0.2049,0.05,1,22.17,2017,149.5833,26395.29,233959.96,6815.80957174,0,0.64167582,0.0,0.0,28.1604,0.0,185.8239,0.1826,7.48765948166188,5.685,3364.041660615528,9.170333333333334,9.97182258,True,7.933053064909974
13,1975,45.66377645,7.78662374,2617,0,1885.1938,9845.53,1893.82,0.0,7684.18,0.0,4336.3,1559.62,1.0547,4.5767,0.1121,586864.73,0.3864,867.07,1,843.29,2016,221.2809,685944.84,560909.65,34907.78434182,0,0.8099983,0.0,0.0,52.2551,0.0,397.9079,13.5288,4.057502824978087,1.338,14353.682120878035,63.12733333333333,234.22816928,True,14.639546184498542
8,1880,45.22726374,7.68506188,2974,0,983.9937,1592.77,143.86,397.22,757.29,703.33,511.55,43.89,0.2048,0.9094,1.3549,148320.19,1.3987,3.97,4,11.55,2019,2.7127,15253.89,24044.82,0.0,0,4.23140431,0.0,2.569,269.0392,0.0,1194.3924,808.4725,5.264076185180035,61.614,1336.6512983229818,4.795333333333334,2.8935801200000006,True,11.284031216574894
4,1963,44.56773604,8.41017226,2561,,171.1344,963.3,51.95,2154.27,464.31,0.0,626.01,22.66,0.8303,3.2253,0.0804,71426.26,0.4894,0.05,0,636.45,2003,98.8009,24755.3,37702.19,0.07697818,0,0.34488182,0.0,25.166,108.6847,0.0,468.2663,0.0,8.937632338787296,7.345,758.249873760548,1.7316666666666667,11.85722802,True,6.646055437100214
4,1985,45.11813408,7.29585822,2761,,255.1305,335.7,92.22,61.82,395.39,320.01,302.68,5.21,0.9034,3.3606,0.3261,24796.47,0.4753,8.56,1,69.85,2017,235.2114,62215.83,80432.5,67.64416014,2,0.53099421,7.0243,0.0,72.3125,8.8934,291.4108,3.1881,4.287464758186944,3.708,739.5016190807623,3.074,5.81899676,True,13.854341283289916
8,1704,45.23350632,7.57678381,2929,0,113.2638,821.28,169.14,0.0,2856.84,0.0,597.57,31.05,0.304,1.6293,0.6613,108002.59,0.4808,6.75,1,23.89,2006,315.064,69433.41,37083.9,2127.15423064,0,0.50089593,0.0,0.0,0.0,0.0,417.1217,456.854,16.89038666193686,0.696,4225.605578590462,5.638,4.6450209000000005,True,3.51679338009829
6,1932,44.60830058,7.69584325,2617,,1418.7014,3019.12,475.35,0.0,14713.53,0.0,2325.72,267.39,0.4916,1.832,0.6792,371648.33,0.283,9.19,1,140.05,2017,325.5457,308941.6,304776.94,3724.15163878,2,0.64375436,0.0,0.0,30.5445,0.0,302.3434,9.5525,30.953045124644998,1.97,20738.98169351347,15.845,32.66364864,True,1.9190357446513517
13,2001,45.39283775,8.17249123,2586,,297.5338,5892.94,3409.25,0.0,12982.91,0.0,6365.67,863.82,1.1977,2.7069,0.2301,1225016.47,0.4037,323.21,19,1563.61,2013,59.1825,1120031.28,1251564.32,0.0,0,0.64690037,0.0,0.0,57.9047,1.7493,224.8056,0.6578,3.8081425533475106,6.203,24695.465280373224,113.64166666666667,199.24874634000003,True,15.598155575290903
4,1932,45.67808834,7.85604722,2778,0,157.5383,875.22,300.11,0.0,1267.23,0.0,741.52,24.43,1.1114,2.9696,0.3196,121190.45,0.6956,20.82,1,87.61,2020,318.1465,101996.18,99377.35,0.0,0,3.52346248,0.0,0.0,83.8855,0.0,328.0411,2.7419,4.222551731031955,1.041,2351.3827714721656,10.003666666666668,17.93345312,True,14.067323216779906
13,1738,45.13851924,7.98191854,2539,0,580.5776,2548.31,589.04,0.0,3950.35,0.0,2410.69,146.09,1.3619,2.1419,0.3006,193378.63,0.6121,0.01,0,79.86,2000,267.6085,175841.14,204959.6,10043.99595519,0,3.46350397,0.0,0.0,34.2472,5.0706,274.5814,29.879,6.706420616596496,1.3,6561.222827741262,19.634666666666664,71.92057764,True,8.857183793841052
4,1941,46.09549565,7.35920594,2574,0,256.3314,2716.35,255.7,0.0,2117.34,0.0,1508.63,35.22,0.8899,4.8333,0.0607,111506.62,0.8114,0.03,1,90.16,2020,275.0212,102814.04,97680.01,1207.75269457,0,0.50291851,0.0,0.0,12.5577,0.0,112.3044,4.8019,8.28056315995307,1.389,3400.9872708752077,8.523333333333333,30.255173260000003,True,7.173425146646262
13,1987,44.94082233,8.44812701,2693,0,601.824,2693.99,200.43,0.0,2460.71,0.0,459.17,83.73,1.322,2.904,0.7032,379252.6,0.5301,87.75,1,117.2,2012,399.815,68052.9,67240.32,0.0,0,1.63818723,0.0,0.0,34.3844,0.0,148.4824,17.2742,12.277154118644914,0.839,3751.266268557485,6.681,17.0034932,True,4.838254812635378
8,1900,45.09413364,7.39497058,2842,0,289.179,1188.87,342.72,0.0,1423.04,0.0,1859.28,150.87,0.5009,1.9142,0.2311,244749.41,0.5462,0.01,1,67.67,2011,212.0743,57513.21,105344.29,1749.41247483,0,0.3013184,0.0,0.0,23.8277,0.0,286.7136,121.314,4.15219421101774,1.449,2651.074877206697,11.424000000000001,24.402174119999998,True,14.305689228693504
11,1653,45.33747371,8.40720324,2733,0,306.6737,2835.27,838.86,840.17,6869.48,2079.39,673.64,188.78,0.3611,1.4389,0.2319,118694.77,0.5838,127.87,1,246.55,2018,284.8756,172344.51,167639.02,0.0,1,0.6472988,0.0,0.0,147.7508,0.0,262.14,3.3881,8.189066113535034,0.702,10998.152469658433,27.962,10.29773892,True,7.253574360795868
4,1904,45.30988845,8.26269398,3409,1,666.4387,229.85,310.25,117.23,1526.22,2525.24,1107.68,1111.74,1.3011,1.7206,0.5902,9484.74,0.6126,0.02,0,84.69,2004,297.5543,99777.94,101526.81,0.0,0,0.30200167,0.0,0.0,10.7399,0.0,428.1783,3.993,4.9193231265108786,1.1,2720.7237833330214,10.341666666666667,67.08124584,True,12.074831937728506
13,1974,45.41288885,8.39325053,2519,4,7376.2609,9129.76,7687.49,0.0,24955.24,0.0,8358.52,555.81,1.0293,3.5215,0.1071,2077097.5,0.3654,202.91,1,1327.71,2006,223.3522,773411.72,1117205.51,0.0,1,1.11321094,0.0,0.0,42.9123,2.3516,265.9894,0.9389,3.2462143040186073,0.651,49909.8238367105,256.24966666666666,211.21419102000002,True,18.298237404248567
4,1921,45.03569535,7.70821255,2929,0,423.1756,2761.3,476.65,979.27,2792.69,2723.26,1515.45,137.08,0.9898,1.2439,0.7286,179509.82,0.4417,35.89,1,333.27,2016,171.7226,77708.19,78761.58,0.0,0,0.30005068,0.0,21.2445,37.1589,0.0,210.7058,8.0472,5.858995069757684,0.962,4772.057837922451,15.888333333333332,33.41012444,True,10.138257379086113
13,2012,45.04610653,7.5560061,2638,,1325.8804,6143.42,1465.59,5384.8,22172.76,11695.65,5993.04,556.33,0.7037,1.4612,0.2692,2166272.82,0.1638,386.21,1,875.04,2017,240.3127,805988.71,1144687.44,11.53729821,2,1.77826138,7.3601,0.0,10.9324,59.3539,281.2266,0.3865,15.12889689476593,3.25,32778.83110928895,48.852999999999994,100.60423288,True,3.9262611420499747
6,1969,44.89900409,7.74371253,2586,1,385.8605,40.93,386.3,0.0,10097.69,0.0,441.39,100.6,1.4955,1.5437,0.7411,315042938.17,0.6626,0.01,1,430.54,2019,74.525,46638.05,53362.27,0.19516278,2,0.92281148,34.2354,0.0,26.4031,0.0,131.8995,72.2937,26.139502976960912,1.854,14377.491222109178,12.876666666666667,16.3078993,True,2.2724227026181234
13,1978,45.58063268,7.69273392,2526,0,984.946,3582.55,888.34,299.54,4503.99,0.0,3206.87,289.14,0.9563,4.2417,0.2896,121832.85,0.2975,52.78,1,223.26,2018,295.0376,523039.39,250434.73,7629.12728589,0,1.69873231,0.0,0.0,62.2769,0.0,194.0896,1.9502,5.070119548821396,0.956,7941.823847018557,29.611333333333334,85.86349838000001,True,11.715700079263055
5,1950,45.2997718,8.1462449,2540,,599.6756,647.85,347.5,182.27,1200.01,244.01,398.18,50.93,0.913,1.9528,0.4075,123317.79,0.6168,8.93,4,45.84,1994,35.7525,51103.65,50849.24,0.0,0,0.4493168,0.0,28.7888,68.6732,0.0,373.3794,21.7098,3.45326618705036,4.093,2361.942899336345,11.583333333333334,9.25988888,True,17.201106657444523
4,1811,44.65599606,7.98280944,3049,0,392.7298,795.07,391.76,0.0,2003.46,0.0,572.17,52.89,1.0811,3.2933,0.0059,141829.75,0.383,0.04,1,50.66,2022,122.9132,64681.7,238266.48,0.0,0,0.47805824,0.0,0.0,34.672,0.0,92.9776,9.8345,5.113998366346743,4.948,3533.9168788199704,13.058666666666666,15.855112479999997,True,11.615177742505466
13,1957,45.57229,7.50442666,2558,2,1211.3686,5603.4,2519.98,0.0,16594.8,16531.88,4450.58,763.14,1.2087,1.3503,0.5961,1214715.28,0.4097,0.01,1,456.1,2000,146.6519,631723.86,633601.55,0.0,0,1.05205524,0.0,0.0,123.4903,0.0,302.2891,0.0,6.5852903594472965,1.714,27596.34517340392,83.99933333333334,128.19767976,True,9.020103405886182
5,1961,45.09075721,7.75282371,2937,,489.1504,6814.34,391.38,0.0,3717.95,0.0,904.24,191.31,1.1272,3.2542,0.0279,121948.65,0.5064,90.91,1,96.34,2009,450.928,210610.8,126452.21,0.0,0,0.48974359,0.0,0.0,30.0785,0.0,519.7673,0.0,9.499591190147683,0.717,5832.238463492924,13.046,32.836406600000004,True,6.252900657620462
13,1904,30.11308703,7.80859932,2757,0,578.6031,1773.9,581.4,0.0,4315.37,0.0,1987.63,92.14,1.147,2.1821,0.1646,457905.15,0.5208,45.04,1,344.19,2008,183.7171,158864.83,209380.2,1234.58691749,0,0.96554945,0.0,0.0,20.6914,5.2566,246.4712,8.7042,7.4223770209838325,1.96,7033.540309357524,19.38,49.61740608,True,8.002827104049015
4,1958,45.36878151,8.08870454,2579,0,1915.1977,2745.77,239.49,0.0,1196.64,0.0,350.07,239.51,1.1227,5.2074,0.3871,317373.28,0.4947,5.94,1,35.96,2016,282.0792,35233.93,39506.44,0.0,0,0.98177629,0.0,0.0,51.1808,0.0,173.1017,8.0611,4.996617812852311,0.585,2128.4765976246035,7.9830000000000005,32.80495926,True,11.888041516245488
13,1931,45.22222738,15.30204683,2662,0,569.8386,2363.66,1217.93,0.0,9539.27,0.0,2239.35,258.14,0.9903,4.8874,0.1934,412140.92,0.5034,0.09,0,100.59,2017,121.6293,104229.91,104334.24,17086.53401595,2,1.00630778,29.6628,0.0,38.7303,4.4561,155.1931,1.5781,7.832363107896184,0.704,15376.651430408961,40.59766666666667,69.58523482,True,7.583918056622781
4,1975,45.88633946,7.45163257,2559,0,93.8171,77.82,94.1,90.69,2853.26,10357.09,309.83,17.81,1.1192,4.2647,0.3202,153653.88,0.7592,0.09,31,25.65,2023,228.431,12536.85,13837.63,0.0,0,0.94566369,0.0,72.2907,63.9612,0.0,453.444,8.0922,30.321572794899048,0.644,4098.829989702526,3.1366666666666663,8.45432086,True,1.9590012827432477
4,1722,46.08840853,7.73842539,3122,0,1191.6776,1026.8,40.74,11407.77,2165.28,3812.71,226.75,79.4,1.4991,2.6824,0.2115,177596.13,0.4764,34.26,4,44.31,2021,236.559,18536.39,19745.04,0.0,2,1.03656823,4.7227,11.0853,47.6566,0.0,166.8748,5.0551,53.14874815905744,2.049,3134.598337500428,1.358,11.0580697,True,1.117618044779428
